id,plot,KEY1,SubmissionDate,uuid,start,today,deviceid,subscriberid,username,banner,intro,ENID,country,projectCode,Latitude,Longitude,Altitude,Accuracy,lookup,FDID2,TLID2,parameters,PD_tubers,tuberQuality,tuberSampling,end,instanceID,POID2,POID2_label,plotLength,plotWidth,nrPlants,tubersNr,tubersSmallNr,tubersDiseasedNr,tubersMarketableNr,tubersFW,tubersSmallFW,tubersDiseasedFW,tubersMarketableFW,tubersFWss,tubersPSID,tubersDiseasedFWss,tubersDiseasedPSID,tubersSmallFWss,tubersSmallPSID,tubersMarketableFWss,tubersMarketablePSID,Pdtubers_count,Pdtubers,KEY2,treat,tuberY
1,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc/plot,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc,7/15/2021 17:06,7bc552b3ea044f02bba8573cbaea00ba,7/15/2021 9:12,15-Jul-21,collect:4jc4H19POHCxjWbN,NA,ciprwanda2020,NA,NA,SAENRW000004,RW,SA,-1.9257605,29.4953935,2360.785545,3.9,SARW_E29.4975N-1.9225,SAFDRW528548688175,SATLRW690948225299,plantStand tuberYield,no,no,yes,7/15/2021 16:59,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc,SAPORW911142642646,"NPK11_rep1_(2,2)",4.8,4.8,47,494,NA,NA,NA,34,NA,NA,NA,480,SAPSRW000599,NA,NA,NA,NA,NA,NA,0,NA,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc/plot[5],NPK11,14.75694444
2,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc/plot,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc,7/15/2021 17:06,7bc552b3ea044f02bba8573cbaea00ba,7/15/2021 9:12,15-Jul-21,collect:4jc4H19POHCxjWbN,NA,ciprwanda2020,NA,NA,SAENRW000004,RW,SA,-1.9257605,29.4953935,2360.785545,3.9,SARW_E29.4975N-1.9225,SAFDRW528548688175,SATLRW690948225299,plantStand tuberYield,no,no,yes,7/15/2021 16:59,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc,SAPORW368244120811,"NPK4_MOP2_(1,2)",4.8,4.8,51,406,NA,NA,NA,20.5,NA,NA,NA,420,SAPSRW000598,NA,NA,NA,NA,NA,NA,0,NA,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc/plot[4],NPK4_MOP2,8.897569444
3,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc/plot,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc,7/15/2021 17:06,7bc552b3ea044f02bba8573cbaea00ba,7/15/2021 9:12,15-Jul-21,collect:4jc4H19POHCxjWbN,NA,ciprwanda2020,NA,NA,SAENRW000004,RW,SA,-1.9257605,29.4953935,2360.785545,3.9,SARW_E29.4975N-1.9225,SAFDRW528548688175,SATLRW690948225299,plantStand tuberYield,no,no,yes,7/15/2021 16:59,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc,SAPORW639811195843,"NPK11_rep2_(3,1)",4.8,4.8,53,700,NA,NA,NA,51,NA,NA,NA,500,SAPSRW000597,NA,NA,NA,NA,NA,NA,0,NA,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc/plot[3],NPK11,22.13541667
4,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc/plot,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc,7/15/2021 17:06,7bc552b3ea044f02bba8573cbaea00ba,7/15/2021 9:12,15-Jul-21,collect:4jc4H19POHCxjWbN,NA,ciprwanda2020,NA,NA,SAENRW000004,RW,SA,-1.9257605,29.4953935,2360.785545,3.9,SARW_E29.4975N-1.9225,SAFDRW528548688175,SATLRW690948225299,plantStand tuberYield,no,no,yes,7/15/2021 16:59,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc,SAPORW429907808202,"NPK4_DAP2_(1,1)",4.8,4.8,59,462,NA,NA,NA,34,NA,NA,NA,490,SAPSRW000595,NA,NA,NA,NA,NA,NA,0,NA,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc/plot[1],NPK4_DAP2,14.75694444
5,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc/plot,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc,7/15/2021 17:06,7bc552b3ea044f02bba8573cbaea00ba,7/15/2021 9:12,15-Jul-21,collect:4jc4H19POHCxjWbN,NA,ciprwanda2020,NA,NA,SAENRW000004,RW,SA,-1.9257605,29.4953935,2360.785545,3.9,SARW_E29.4975N-1.9225,SAFDRW528548688175,SATLRW690948225299,plantStand tuberYield,no,no,yes,7/15/2021 16:59,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc,SAPORW964489228596,"NPK6_(2,1)",4.8,4.8,49,472,NA,NA,NA,28,NA,NA,NA,380,SAPSRW000596,NA,NA,NA,NA,NA,NA,0,NA,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc/plot[2],NPK6,12.15277778
6,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc/plot,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc,7/15/2021 17:06,7bc552b3ea044f02bba8573cbaea00ba,7/15/2021 9:12,15-Jul-21,collect:4jc4H19POHCxjWbN,NA,ciprwanda2020,NA,NA,SAENRW000004,RW,SA,-1.9257605,29.4953935,2360.785545,3.9,SARW_E29.4975N-1.9225,SAFDRW528548688175,SATLRW690948225299,plantStand tuberYield,no,no,yes,7/15/2021 16:59,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc,SAPORW550327653405,"NPK4_UREA2_(3,2)",4.8,4.8,52,461,NA,NA,NA,35,NA,NA,NA,440,SAPSRW000600,NA,NA,NA,NA,NA,NA,0,NA,uuid:00058cf8-5052-47cc-ab3f-2a19c15f96cc/plot[6],NPK4_UREA2,15.19097222
7,uuid:0027203d-768e-4f62-a5f9-819d7e262b90/plot,uuid:0027203d-768e-4f62-a5f9-819d7e262b90,1/4/2021 8:03,7bc552b3ea044f02bba8573cbaea00ba,1/4/2021 7:50,4-Jan-21,collect:n2aqFvX7qWib4UeK,NA,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5740599,29.8714701,2127.600098,5,SARW_E29.8725N-1.5725,SAFDRW889066385959,SATLRW585605820553,plantStand tuberYield,no,no,yes,1/4/2021 8:02,uuid:0027203d-768e-4f62-a5f9-819d7e262b90,SAPORW245947464366,"NPK4_UREA2_(3,1)",3.3,3.7,35,202,NA,NA,NA,15,NA,NA,NA,460,SAPSRW000235,NA,NA,NA,NA,NA,NA,0,NA,uuid:0027203d-768e-4f62-a5f9-819d7e262b90/plot[3],NPK4_UREA2,12.28501229
8,uuid:0027203d-768e-4f62-a5f9-819d7e262b90/plot,uuid:0027203d-768e-4f62-a5f9-819d7e262b90,1/4/2021 8:03,7bc552b3ea044f02bba8573cbaea00ba,1/4/2021 7:50,4-Jan-21,collect:n2aqFvX7qWib4UeK,NA,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5740599,29.8714701,2127.600098,5,SARW_E29.8725N-1.5725,SAFDRW889066385959,SATLRW585605820553,plantStand tuberYield,no,no,yes,1/4/2021 8:02,uuid:0027203d-768e-4f62-a5f9-819d7e262b90,SAPORW826520293275,"NPK4_DAP2_(6,1)",3.3,3.8,40,285,NA,NA,NA,20,NA,NA,NA,470,SAPSRW000238,NA,NA,NA,NA,NA,NA,0,NA,uuid:0027203d-768e-4f62-a5f9-819d7e262b90/plot[6],NPK4_DAP2,15.94896332
9,uuid:0027203d-768e-4f62-a5f9-819d7e262b90/plot,uuid:0027203d-768e-4f62-a5f9-819d7e262b90,1/4/2021 8:03,7bc552b3ea044f02bba8573cbaea00ba,1/4/2021 7:50,4-Jan-21,collect:n2aqFvX7qWib4UeK,NA,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5740599,29.8714701,2127.600098,5,SARW_E29.8725N-1.5725,SAFDRW889066385959,SATLRW585605820553,plantStand tuberYield,no,no,yes,1/4/2021 8:02,uuid:0027203d-768e-4f62-a5f9-819d7e262b90,SAPORW263845965096,"NPK11_rep2_(5,1)",3.2,3.75,35,214,NA,NA,NA,19,NA,NA,NA,455,SAPSRW000237,NA,NA,NA,NA,NA,NA,0,NA,uuid:0027203d-768e-4f62-a5f9-819d7e262b90/plot[5],NPK11,15.83333333
10,uuid:0027203d-768e-4f62-a5f9-819d7e262b90/plot,uuid:0027203d-768e-4f62-a5f9-819d7e262b90,1/4/2021 8:03,7bc552b3ea044f02bba8573cbaea00ba,1/4/2021 7:50,4-Jan-21,collect:n2aqFvX7qWib4UeK,NA,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5740599,29.8714701,2127.600098,5,SARW_E29.8725N-1.5725,SAFDRW889066385959,SATLRW585605820553,plantStand tuberYield,no,no,yes,1/4/2021 8:02,uuid:0027203d-768e-4f62-a5f9-819d7e262b90,SAPORW711961668394,"NPK4_MOP2_(1,1)",3.4,3.6,38,222,NA,NA,NA,14,NA,NA,NA,445,SAPSRW000233,NA,NA,NA,NA,NA,NA,0,NA,uuid:0027203d-768e-4f62-a5f9-819d7e262b90/plot[1],NPK4_MOP2,11.4379085
11,uuid:0027203d-768e-4f62-a5f9-819d7e262b90/plot,uuid:0027203d-768e-4f62-a5f9-819d7e262b90,1/4/2021 8:03,7bc552b3ea044f02bba8573cbaea00ba,1/4/2021 7:50,4-Jan-21,collect:n2aqFvX7qWib4UeK,NA,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5740599,29.8714701,2127.600098,5,SARW_E29.8725N-1.5725,SAFDRW889066385959,SATLRW585605820553,plantStand tuberYield,no,no,yes,1/4/2021 8:02,uuid:0027203d-768e-4f62-a5f9-819d7e262b90,SAPORW084090670693,"NPK11_rep1_(2,1)",3.1,3.4,31,178,NA,NA,NA,17,NA,NA,NA,485,SAPSRW000234,NA,NA,NA,NA,NA,NA,0,NA,uuid:0027203d-768e-4f62-a5f9-819d7e262b90/plot[2],NPK11,16.12903226
12,uuid:0027203d-768e-4f62-a5f9-819d7e262b90/plot,uuid:0027203d-768e-4f62-a5f9-819d7e262b90,1/4/2021 8:03,7bc552b3ea044f02bba8573cbaea00ba,1/4/2021 7:50,4-Jan-21,collect:n2aqFvX7qWib4UeK,NA,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5740599,29.8714701,2127.600098,5,SARW_E29.8725N-1.5725,SAFDRW889066385959,SATLRW585605820553,plantStand tuberYield,no,no,yes,1/4/2021 8:02,uuid:0027203d-768e-4f62-a5f9-819d7e262b90,SAPORW490880336042,"NPK6_(4,1)",3.3,3.8,38,256,NA,NA,NA,19,NA,NA,NA,465,SAPSRW000236,NA,NA,NA,NA,NA,NA,0,NA,uuid:0027203d-768e-4f62-a5f9-819d7e262b90/plot[4],NPK6,15.15151515
19,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f/plot,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f,12/21/2020 20:25,7bc552b3ea044f02bba8573cbaea00ba,12/21/2020 8:19,21-Dec-20,3.57E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5452868,29.8514767,2164.300049,5,SARW_E29.8525N-1.5425,SAFDRW846318869104,SATLRW392507544116,plantStand tuberYield,no,no,yes,12/21/2020 20:24,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f,SAPORW540345601943,"NPK11_rep2_(5,1)",4.6,3.5,25,266,NA,NA,NA,23,NA,NA,NA,445,SAPSRW000223,NA,NA,NA,NA,NA,NA,0,NA,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f/plot[4],NPK11,14.28571429
20,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f/plot,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f,12/21/2020 20:25,7bc552b3ea044f02bba8573cbaea00ba,12/21/2020 8:19,21-Dec-20,3.57E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5452868,29.8514767,2164.300049,5,SARW_E29.8525N-1.5425,SAFDRW846318869104,SATLRW392507544116,plantStand tuberYield,no,no,yes,12/21/2020 20:24,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f,SAPORW594696712478,"NPK11_rep1_(2,1)",4.7,3,38,310,NA,NA,NA,29,NA,NA,NA,485,SAPSRW000221,NA,NA,NA,NA,NA,NA,0,NA,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f/plot[2],NPK11,20.56737589
21,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f/plot,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f,12/21/2020 20:25,7bc552b3ea044f02bba8573cbaea00ba,12/21/2020 8:19,21-Dec-20,3.57E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5452868,29.8514767,2164.300049,5,SARW_E29.8525N-1.5425,SAFDRW846318869104,SATLRW392507544116,plantStand tuberYield,no,no,yes,12/21/2020 20:24,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f,SAPORW514773804648,"NPK4_DAP2_(6,1)",4.7,3,38,340,NA,NA,NA,25,NA,NA,NA,425,SAPSRW000224,NA,NA,NA,NA,NA,NA,0,NA,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f/plot[5],NPK4_DAP2,17.73049645
22,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f/plot,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f,12/21/2020 20:25,7bc552b3ea044f02bba8573cbaea00ba,12/21/2020 8:19,21-Dec-20,3.57E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5452868,29.8514767,2164.300049,5,SARW_E29.8525N-1.5425,SAFDRW846318869104,SATLRW392507544116,plantStand tuberYield,no,no,yes,12/21/2020 20:24,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f,SAPORW452264848761,"NPK4_MOP2_(1,1)",4.7,3.3,35,369,NA,NA,NA,29,NA,NA,NA,425,SAPSRW000220,NA,NA,NA,NA,NA,NA,0,NA,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f/plot[1],NPK4_MOP2,18.69761444
23,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f/plot,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f,12/21/2020 20:25,7bc552b3ea044f02bba8573cbaea00ba,12/21/2020 8:19,21-Dec-20,3.57E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5452868,29.8514767,2164.300049,5,SARW_E29.8525N-1.5425,SAFDRW846318869104,SATLRW392507544116,plantStand tuberYield,no,no,yes,12/21/2020 20:24,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f,SAPORW725996319447,"NPK4_UREA2_(3,1)",4.7,3.3,25,266,NA,NA,NA,23,NA,NA,NA,445,SAPSRW000222,NA,NA,NA,NA,NA,NA,0,NA,uuid:02ec2b7e-54b3-4ebb-84aa-4008593aa99f/plot[3],NPK4_UREA2,14.82914249
24,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9/plot,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9,12/30/2020 17:45,7bc552b3ea044f02bba8573cbaea00ba,12/30/2020 12:27,30-Dec-20,3.53E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.7214438,29.4068475,2570.5,4.7,SARW_E29.4075N-1.7225,SAFDRW480817072483,SATLRW366076422743,plantStand tuberYield,no,no,yes,12/30/2020 17:41,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9,SAPORW456073030075,"NPK11_rep2_(1,1)",4.2,3.2,48,382,NA,NA,NA,48.48,NA,NA,NA,390,SAPSRW000423,NA,NA,NA,NA,NA,NA,0,NA,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9/plot[1],NPK11,36.07142857
25,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9/plot,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9,12/30/2020 17:45,7bc552b3ea044f02bba8573cbaea00ba,12/30/2020 12:27,30-Dec-20,3.53E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.7214438,29.4068475,2570.5,4.7,SARW_E29.4075N-1.7225,SAFDRW480817072483,SATLRW366076422743,plantStand tuberYield,no,no,yes,12/30/2020 17:41,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9,SAPORW668909587783,"NPK6_(3,1)",4.2,3.2,48,380,NA,NA,NA,41.92,NA,NA,NA,420,SAPSRW000424,NA,NA,NA,NA,NA,NA,0,NA,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9/plot[6],NPK6,31.19047619
26,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9/plot,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9,12/30/2020 17:45,7bc552b3ea044f02bba8573cbaea00ba,12/30/2020 12:27,30-Dec-20,3.53E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.7214438,29.4068475,2570.5,4.7,SARW_E29.4075N-1.7225,SAFDRW480817072483,SATLRW366076422743,plantStand tuberYield,no,no,yes,12/30/2020 17:41,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9,SAPORW195765126646,"NPK4_UREA2_(2,2)",4.2,3.2,40,380,NA,NA,NA,50.86,NA,NA,NA,500,SAPSRW000421,NA,NA,NA,NA,NA,NA,0,NA,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9/plot[4],NPK4_UREA2,37.8422619
27,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9/plot,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9,12/30/2020 17:45,7bc552b3ea044f02bba8573cbaea00ba,12/30/2020 12:27,30-Dec-20,3.53E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.7214438,29.4068475,2570.5,4.7,SARW_E29.4075N-1.7225,SAFDRW480817072483,SATLRW366076422743,plantStand tuberYield,no,no,yes,12/30/2020 17:41,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9,SAPORW515337389759,"NPK11_rep1_(3,2)",3.9,3.2,46,381,NA,NA,NA,57.24,NA,NA,NA,410,SAPSRW000426,NA,NA,NA,NA,NA,NA,0,NA,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9/plot[5],NPK11,45.86538462
28,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9/plot,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9,12/30/2020 17:45,7bc552b3ea044f02bba8573cbaea00ba,12/30/2020 12:27,30-Dec-20,3.53E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.7214438,29.4068475,2570.5,4.7,SARW_E29.4075N-1.7225,SAFDRW480817072483,SATLRW366076422743,plantStand tuberYield,no,no,yes,12/30/2020 17:41,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9,SAPORW508643893205,"NPK4_DAP2_(2,1)",3.8,3.2,36,372,NA,NA,NA,38.68,NA,NA,NA,340,SAPSRW000425,NA,NA,NA,NA,NA,NA,0,NA,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9/plot[3],NPK4_DAP2,31.80921053
29,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9/plot,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9,12/30/2020 17:45,7bc552b3ea044f02bba8573cbaea00ba,12/30/2020 12:27,30-Dec-20,3.53E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.7214438,29.4068475,2570.5,4.7,SARW_E29.4075N-1.7225,SAFDRW480817072483,SATLRW366076422743,plantStand tuberYield,no,no,yes,12/30/2020 17:41,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9,SAPORW816110041529,"NPK4_MOP2_(1,2)",3.6,3.2,36,386,NA,NA,NA,49.96,NA,NA,NA,460,SAPSRW000422,NA,NA,NA,NA,NA,NA,0,NA,uuid:0340e3ad-e71f-4818-8b11-3162cf082da9/plot[2],NPK4_MOP2,43.36805556
42,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980/plot,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980,7/18/2021 17:19,7bc552b3ea044f02bba8573cbaea00ba,7/16/2021 12:33,16-Jul-21,collect:ZP7KgBbYUQQRjBDj,NA,ciprwanda2020,NA,NA,SAENRW000008,RW,SA,-1.8312824,29.3892048,2423.399902,4.832,SARW_E29.3875N-1.8325,SAFDRW679972361168,SATLRW272419188178,plantStand tuberYield,no,no,yes,7/18/2021 17:18,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980,SAPORW144752571861,"NPK11_rep1_(3,1)",4.8,4.8,56,640,NA,NA,NA,36,NA,NA,NA,330,SAPSRW000645,NA,NA,NA,NA,NA,NA,0,NA,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980/plot[3],NPK11,15.625
43,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980/plot,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980,7/18/2021 17:19,7bc552b3ea044f02bba8573cbaea00ba,7/16/2021 12:33,16-Jul-21,collect:ZP7KgBbYUQQRjBDj,NA,ciprwanda2020,NA,NA,SAENRW000008,RW,SA,-1.8312824,29.3892048,2423.399902,4.832,SARW_E29.3875N-1.8325,SAFDRW679972361168,SATLRW272419188178,plantStand tuberYield,no,no,yes,7/18/2021 17:18,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980,SAPORW870257699367,"NPK4_DAP2_(2,1)",4.8,4.8,56,680,NA,NA,NA,34,NA,NA,NA,299,SAPSRW000644,NA,NA,NA,NA,NA,NA,0,NA,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980/plot[2],NPK4_DAP2,14.75694444
44,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980/plot,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980,7/18/2021 17:19,7bc552b3ea044f02bba8573cbaea00ba,7/16/2021 12:33,16-Jul-21,collect:ZP7KgBbYUQQRjBDj,NA,ciprwanda2020,NA,NA,SAENRW000008,RW,SA,-1.8312824,29.3892048,2423.399902,4.832,SARW_E29.3875N-1.8325,SAFDRW679972361168,SATLRW272419188178,plantStand tuberYield,no,no,yes,7/18/2021 17:18,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980,SAPORW707249938543,"NPK6_(1,1)",4.8,4.8,56,630,NA,NA,NA,40,NA,NA,NA,410,SAPSRW000643,NA,NA,NA,NA,NA,NA,0,NA,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980/plot[1],NPK6,17.36111111
45,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980/plot,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980,7/18/2021 17:19,7bc552b3ea044f02bba8573cbaea00ba,7/16/2021 12:33,16-Jul-21,collect:ZP7KgBbYUQQRjBDj,NA,ciprwanda2020,NA,NA,SAENRW000008,RW,SA,-1.8312824,29.3892048,2423.399902,4.832,SARW_E29.3875N-1.8325,SAFDRW679972361168,SATLRW272419188178,plantStand tuberYield,no,no,yes,7/18/2021 17:18,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980,SAPORW845911464890,"NPK4_MOP2_(1,2)",4.8,4.8,55,630,NA,NA,NA,34,NA,NA,NA,300,SAPSRW000646,NA,NA,NA,NA,NA,NA,0,NA,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980/plot[4],NPK4_MOP2,14.75694444
46,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980/plot,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980,7/18/2021 17:19,7bc552b3ea044f02bba8573cbaea00ba,7/16/2021 12:33,16-Jul-21,collect:ZP7KgBbYUQQRjBDj,NA,ciprwanda2020,NA,NA,SAENRW000008,RW,SA,-1.8312824,29.3892048,2423.399902,4.832,SARW_E29.3875N-1.8325,SAFDRW679972361168,SATLRW272419188178,plantStand tuberYield,no,no,yes,7/18/2021 17:18,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980,SAPORW293219009723,"NPK4_UREA2_(3,2)",4.8,4.8,56,675,NA,NA,NA,44,NA,NA,NA,399,SAPSRW000648,NA,NA,NA,NA,NA,NA,0,NA,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980/plot[6],NPK4_UREA2,19.09722222
47,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980/plot,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980,7/18/2021 17:19,7bc552b3ea044f02bba8573cbaea00ba,7/16/2021 12:33,16-Jul-21,collect:ZP7KgBbYUQQRjBDj,NA,ciprwanda2020,NA,NA,SAENRW000008,RW,SA,-1.8312824,29.3892048,2423.399902,4.832,SARW_E29.3875N-1.8325,SAFDRW679972361168,SATLRW272419188178,plantStand tuberYield,no,no,yes,7/18/2021 17:18,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980,SAPORW656167071927,"NPK11_rep2_(2,2)",4.8,4.8,56,761,NA,NA,NA,52,NA,NA,NA,420,SAPSRW000647,NA,NA,NA,NA,NA,NA,0,NA,uuid:06a03ad9-1791-4c56-8565-9a8f9a7b2980/plot[5],NPK11,22.56944444
54,uuid:08480e10-8e45-4ca2-b9d1-14cb0d684e94/plot,uuid:08480e10-8e45-4ca2-b9d1-14cb0d684e94,12/23/2020 7:09,7bc552b3ea044f02bba8573cbaea00ba,12/18/2020 9:57,18-Dec-20,3.57E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000012,RW,SA,-1.506726,29.7983381,2157.300049,6.967,SARW_E29.7975N-1.5075,SAFDRW180456509952,SATLRW737553951239,plantStand tuberYield,no,no,yes,12/23/2020 7:09,uuid:08480e10-8e45-4ca2-b9d1-14cb0d684e94,SAPORW127399985816,"NPK4_DAP2_(6,1)",3.2,4.2,24,217,NA,NA,NA,19,NA,NA,NA,485,SAPSRW000279,NA,NA,NA,NA,NA,NA,0,NA,uuid:08480e10-8e45-4ca2-b9d1-14cb0d684e94/plot[6],NPK4_DAP2,14.13690476
55,uuid:08480e10-8e45-4ca2-b9d1-14cb0d684e94/plot,uuid:08480e10-8e45-4ca2-b9d1-14cb0d684e94,12/23/2020 7:09,7bc552b3ea044f02bba8573cbaea00ba,12/18/2020 9:57,18-Dec-20,3.57E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000012,RW,SA,-1.506726,29.7983381,2157.300049,6.967,SARW_E29.7975N-1.5075,SAFDRW180456509952,SATLRW737553951239,plantStand tuberYield,no,no,yes,12/23/2020 7:09,uuid:08480e10-8e45-4ca2-b9d1-14cb0d684e94,SAPORW925021538588,"NPK11_rep2_(3,1)",3.2,4.2,38,334,NA,NA,NA,31,NA,NA,NA,500,SAPSRW000276,NA,NA,NA,NA,NA,NA,0,NA,uuid:08480e10-8e45-4ca2-b9d1-14cb0d684e94/plot[3],NPK11,23.06547619
