id,plot,KEY1,SubmissionDate,uuid,start,today,deviceid,subscriberid,username,banner,intro,ENID,country,projectCode,Latitude,Longitude,Altitude,Accuracy,lookup,FDID2,TLID2,parameters,PD_tubers,tuberQuality,tuberSampling,end,instanceID,POID2,POID2_label,plotLength,plotWidth,nrPlants,tubersNr,tubersSmallNr,tubersDiseasedNr,tubersMarketableNr,tubersFW,tubersSmallFW,tubersDiseasedFW,tubersMarketableFW,tubersFWss,tubersPSID,tubersDiseasedFWss,tubersDiseasedPSID,tubersSmallFWss,tubersSmallPSID,tubersMarketableFWss,tubersMarketablePSID,Pdtubers_count,Pdtubers,KEY2,treat,tuberY
656,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae/plot,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae,12/30/2020 19:16,7bc552b3ea044f02bba8573cbaea00ba,12/30/2020 12:18,30-Dec-20,collect:Q6HK3MlkVKNdlUpe,NA,ciprwanda2020,NA,NA,SAENRW000005,RW,SA,-1.7218581,29.4015642,2540,4.75,SARW_E29.4025N-1.7225,SAFDRW295695202048,SATLRW995605565952,plantStand tuberYield,no,no,yes,12/30/2020 19:15,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae,SAPORW074438018580,"NPK11_rep2_(3,2)",3.8,2,34,213,NA,NA,NA,24.8,NA,NA,NA,510,SAPSRW000314,NA,NA,NA,NA,NA,NA,0,NA,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae/plot[3],NPK11,32.63157895
657,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae/plot,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae,12/30/2020 19:16,7bc552b3ea044f02bba8573cbaea00ba,12/30/2020 12:18,30-Dec-20,collect:Q6HK3MlkVKNdlUpe,NA,ciprwanda2020,NA,NA,SAENRW000005,RW,SA,-1.7218581,29.4015642,2540,4.75,SARW_E29.4025N-1.7225,SAFDRW295695202048,SATLRW995605565952,plantStand tuberYield,no,no,yes,12/30/2020 19:15,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae,SAPORW030719459293,"NPK11_rep1_(2,1)",3.8,2.4,25,225,NA,NA,NA,27.54,NA,NA,NA,470,SAPSRW000323,NA,NA,NA,NA,NA,NA,0,NA,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae/plot[5],NPK11,30.19736842
658,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae/plot,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae,12/30/2020 19:16,7bc552b3ea044f02bba8573cbaea00ba,12/30/2020 12:18,30-Dec-20,collect:Q6HK3MlkVKNdlUpe,NA,ciprwanda2020,NA,NA,SAENRW000005,RW,SA,-1.7218581,29.4015642,2540,4.75,SARW_E29.4025N-1.7225,SAFDRW295695202048,SATLRW995605565952,plantStand tuberYield,no,no,yes,12/30/2020 19:15,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae,SAPORW201857581900,"NPK4_UREA2_(1,2)",3.8,2.4,29,265,NA,NA,NA,30.88,NA,NA,NA,500,SAPSRW000315,NA,NA,NA,NA,NA,NA,0,NA,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae/plot[1],NPK4_UREA2,33.85964912
659,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae/plot,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae,12/30/2020 19:16,7bc552b3ea044f02bba8573cbaea00ba,12/30/2020 12:18,30-Dec-20,collect:Q6HK3MlkVKNdlUpe,NA,ciprwanda2020,NA,NA,SAENRW000005,RW,SA,-1.7218581,29.4015642,2540,4.75,SARW_E29.4025N-1.7225,SAFDRW295695202048,SATLRW995605565952,plantStand tuberYield,no,no,yes,12/30/2020 19:15,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae,SAPORW880116024731,"NPK4_DAP2_(3,1)",3.4,1.8,25,153,NA,NA,NA,19.55,NA,NA,NA,490,SAPSRW000324,NA,NA,NA,NA,NA,NA,0,NA,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae/plot[6],NPK4_DAP2,31.94444444
660,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae/plot,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae,12/30/2020 19:16,7bc552b3ea044f02bba8573cbaea00ba,12/30/2020 12:18,30-Dec-20,collect:Q6HK3MlkVKNdlUpe,NA,ciprwanda2020,NA,NA,SAENRW000005,RW,SA,-1.7218581,29.4015642,2540,4.75,SARW_E29.4025N-1.7225,SAFDRW295695202048,SATLRW995605565952,plantStand tuberYield,no,no,yes,12/30/2020 19:15,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae,SAPORW062401713262,"NPK6_(1,1)",3.6,2,29,324,NA,NA,NA,29.46,NA,NA,NA,520,SAPSRW000322,NA,NA,NA,NA,NA,NA,0,NA,uuid:7601cad4-f3cb-4910-a7ae-72afb014c5ae/plot[4],NPK6,40.91666667
661,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4/plot,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4,7/20/2021 4:49,7bc552b3ea044f02bba8573cbaea00ba,7/18/2021 8:17,18-Jul-21,collect:5MM5hvDBkNhVRkPT,NA,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.7241474,29.4083934,2481.122563,4.92,SARW_E29.4075N-1.7225,SAFDRW117137657173,SATLRW079728312872,plantStand tuberYield,no,no,yes,7/20/2021 4:41,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4,SAPORW113303907794,"NPK11_rep2_(2,1)",3,3.2,43,210,NA,NA,NA,28.28,NA,NA,NA,410,SAPSRW000379,NA,NA,NA,NA,NA,NA,0,NA,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4/plot[2],NPK11,29.45833333
662,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4/plot,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4,7/20/2021 4:49,7bc552b3ea044f02bba8573cbaea00ba,7/18/2021 8:17,18-Jul-21,collect:5MM5hvDBkNhVRkPT,NA,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.7241474,29.4083934,2481.122563,4.92,SARW_E29.4075N-1.7225,SAFDRW117137657173,SATLRW079728312872,plantStand tuberYield,no,no,yes,7/20/2021 4:41,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4,SAPORW982976843185,"NPK4_MOP2_(2,2)",2.7,3.2,33,176,NA,NA,NA,14.31,NA,NA,NA,420,SAPSRW000381,NA,NA,NA,NA,NA,NA,0,NA,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4/plot[5],NPK4_MOP2,16.5625
663,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4/plot,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4,7/20/2021 4:49,7bc552b3ea044f02bba8573cbaea00ba,7/18/2021 8:17,18-Jul-21,collect:5MM5hvDBkNhVRkPT,NA,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.7241474,29.4083934,2481.122563,4.92,SARW_E29.4075N-1.7225,SAFDRW117137657173,SATLRW079728312872,plantStand tuberYield,no,no,yes,7/20/2021 4:41,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4,SAPORW718048274064,"NPK4_UREA2_(1,1)",3.3,3.2,41,185,NA,NA,NA,22.82,NA,NA,NA,500,SAPSRW000380,NA,NA,NA,NA,NA,NA,0,NA,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4/plot[1],NPK4_UREA2,21.60984848
664,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4/plot,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4,7/20/2021 4:49,7bc552b3ea044f02bba8573cbaea00ba,7/18/2021 8:17,18-Jul-21,collect:5MM5hvDBkNhVRkPT,NA,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.7241474,29.4083934,2481.122563,4.92,SARW_E29.4075N-1.7225,SAFDRW117137657173,SATLRW079728312872,plantStand tuberYield,no,no,yes,7/20/2021 4:41,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4,SAPORW371098753822,"NPK4_DAP2_(1,3)",3,3.2,41,237,NA,NA,NA,30.94,NA,NA,NA,500,SAPSRW000383,NA,NA,NA,NA,NA,NA,0,NA,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4/plot[4],NPK4_DAP2,32.22916667
665,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4/plot,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4,7/20/2021 4:49,7bc552b3ea044f02bba8573cbaea00ba,7/18/2021 8:17,18-Jul-21,collect:5MM5hvDBkNhVRkPT,NA,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.7241474,29.4083934,2481.122563,4.92,SARW_E29.4075N-1.7225,SAFDRW117137657173,SATLRW079728312872,plantStand tuberYield,no,no,yes,7/20/2021 4:41,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4,SAPORW520799020875,"NPK11_rep1_(1,4)",3,3.2,37,251,NA,NA,NA,32.96,NA,NA,NA,500,SAPSRW000382,NA,NA,NA,NA,NA,NA,0,NA,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4/plot[3],NPK11,34.33333333
666,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4/plot,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4,7/20/2021 4:49,7bc552b3ea044f02bba8573cbaea00ba,7/18/2021 8:17,18-Jul-21,collect:5MM5hvDBkNhVRkPT,NA,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.7241474,29.4083934,2481.122563,4.92,SARW_E29.4075N-1.7225,SAFDRW117137657173,SATLRW079728312872,plantStand tuberYield,no,no,yes,7/20/2021 4:41,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4,SAPORW169187469018,"NPK6_(1,2)",2.7,3.2,28,176,NA,NA,NA,14.31,NA,NA,NA,440,SAPSRW000384,NA,NA,NA,NA,NA,NA,0,NA,uuid:78e26666-74bc-4d38-8b89-2c6adb5bd0b4/plot[6],NPK6,16.5625
673,uuid:7a138303-365f-4481-b6b6-71858a9a82e9/plot,uuid:7a138303-365f-4481-b6b6-71858a9a82e9,12/22/2020 16:50,7bc552b3ea044f02bba8573cbaea00ba,12/22/2020 10:29,22-Dec-20,3.53E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.589565,29.3220363,1973,4.731,SARW_E29.3225N-1.5875,SAFDRW576704640401,SATLRW961892220105,plantStand tuberYield,no,no,yes,12/22/2020 16:50,uuid:7a138303-365f-4481-b6b6-71858a9a82e9,SAPORW261767257983,"NPK6_(1,1)",5,5,25,190,NA,NA,NA,25,NA,NA,NA,460,SAPSRW000296,NA,NA,NA,NA,NA,NA,0,NA,uuid:7a138303-365f-4481-b6b6-71858a9a82e9/plot[5],NPK6,10
674,uuid:7a138303-365f-4481-b6b6-71858a9a82e9/plot,uuid:7a138303-365f-4481-b6b6-71858a9a82e9,12/22/2020 16:50,7bc552b3ea044f02bba8573cbaea00ba,12/22/2020 10:29,22-Dec-20,3.53E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.589565,29.3220363,1973,4.731,SARW_E29.3225N-1.5875,SAFDRW576704640401,SATLRW961892220105,plantStand tuberYield,no,no,yes,12/22/2020 16:50,uuid:7a138303-365f-4481-b6b6-71858a9a82e9,SAPORW417713162016,"NPK4_UREA2_(2,1)",5,5,25,190,NA,NA,NA,25,NA,NA,NA,410,SAPSRW000297,NA,NA,NA,NA,NA,NA,0,NA,uuid:7a138303-365f-4481-b6b6-71858a9a82e9/plot[4],NPK4_UREA2,10
675,uuid:7a138303-365f-4481-b6b6-71858a9a82e9/plot,uuid:7a138303-365f-4481-b6b6-71858a9a82e9,12/22/2020 16:50,7bc552b3ea044f02bba8573cbaea00ba,12/22/2020 10:29,22-Dec-20,3.53E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.589565,29.3220363,1973,4.731,SARW_E29.3225N-1.5875,SAFDRW576704640401,SATLRW961892220105,plantStand tuberYield,no,no,yes,12/22/2020 16:50,uuid:7a138303-365f-4481-b6b6-71858a9a82e9,SAPORW006309840237,"NPK4_MOP2_(2,2)",5,5,28,215,NA,NA,NA,29,NA,NA,NA,310,SAPSRW000298,NA,NA,NA,NA,NA,NA,0,NA,uuid:7a138303-365f-4481-b6b6-71858a9a82e9/plot[3],NPK4_MOP2,11.6
676,uuid:7a138303-365f-4481-b6b6-71858a9a82e9/plot,uuid:7a138303-365f-4481-b6b6-71858a9a82e9,12/22/2020 16:50,7bc552b3ea044f02bba8573cbaea00ba,12/22/2020 10:29,22-Dec-20,3.53E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.589565,29.3220363,1973,4.731,SARW_E29.3225N-1.5875,SAFDRW576704640401,SATLRW961892220105,plantStand tuberYield,no,no,yes,12/22/2020 16:50,uuid:7a138303-365f-4481-b6b6-71858a9a82e9,SAPORW734818080049,"NPK11_rep1_(1,2)",5,5,17,170,NA,NA,NA,16,NA,NA,NA,340,SAPSRW000295,NA,NA,NA,NA,NA,NA,0,NA,uuid:7a138303-365f-4481-b6b6-71858a9a82e9/plot[6],NPK11,6.4
677,uuid:7a138303-365f-4481-b6b6-71858a9a82e9/plot,uuid:7a138303-365f-4481-b6b6-71858a9a82e9,12/22/2020 16:50,7bc552b3ea044f02bba8573cbaea00ba,12/22/2020 10:29,22-Dec-20,3.53E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.589565,29.3220363,1973,4.731,SARW_E29.3225N-1.5875,SAFDRW576704640401,SATLRW961892220105,plantStand tuberYield,no,no,yes,12/22/2020 16:50,uuid:7a138303-365f-4481-b6b6-71858a9a82e9,SAPORW128149312238,"NPK11_rep2_(3,1)",5,5,30,290,NA,NA,NA,22,NA,NA,NA,410,SAPSRW000299,NA,NA,NA,NA,NA,NA,0,NA,uuid:7a138303-365f-4481-b6b6-71858a9a82e9/plot[2],NPK11,8.8
678,uuid:7a138303-365f-4481-b6b6-71858a9a82e9/plot,uuid:7a138303-365f-4481-b6b6-71858a9a82e9,12/22/2020 16:50,7bc552b3ea044f02bba8573cbaea00ba,12/22/2020 10:29,22-Dec-20,3.53E+14,6.35E+14,ciprwanda2020,NA,NA,SAENRW000007,RW,SA,-1.589565,29.3220363,1973,4.731,SARW_E29.3225N-1.5875,SAFDRW576704640401,SATLRW961892220105,plantStand tuberYield,no,no,yes,12/22/2020 16:50,uuid:7a138303-365f-4481-b6b6-71858a9a82e9,SAPORW459392326640,"NPK4_DAP2_(3,2)",5,5,36,274,NA,NA,NA,20,NA,NA,NA,310,SAPSRW000300,NA,NA,NA,NA,NA,NA,0,NA,uuid:7a138303-365f-4481-b6b6-71858a9a82e9/plot[1],NPK4_DAP2,8
691,uuid:7c987445-130c-4a2e-88e6-d99add91b033/plot,uuid:7c987445-130c-4a2e-88e6-d99add91b033,1/4/2021 8:55,7bc552b3ea044f02bba8573cbaea00ba,1/4/2021 8:45,4-Jan-21,collect:n2aqFvX7qWib4UeK,NA,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5581297,29.8655963,2037,7,SARW_E29.8675N-1.5575,SAFDRW040170872336,SATLRW019662119375,tuberYield plantStand,no,no,yes,1/4/2021 8:55,uuid:7c987445-130c-4a2e-88e6-d99add91b033,SAPORW678603162165,"NPK4_UREA2_(3,1)",3.5,3.7,40,691,NA,NA,NA,65,NA,NA,NA,455,SAPSRW000241,NA,NA,NA,NA,NA,NA,0,NA,uuid:7c987445-130c-4a2e-88e6-d99add91b033/plot[3],NPK4_UREA2,50.19305019
692,uuid:7c987445-130c-4a2e-88e6-d99add91b033/plot,uuid:7c987445-130c-4a2e-88e6-d99add91b033,1/4/2021 8:55,7bc552b3ea044f02bba8573cbaea00ba,1/4/2021 8:45,4-Jan-21,collect:n2aqFvX7qWib4UeK,NA,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5581297,29.8655963,2037,7,SARW_E29.8675N-1.5575,SAFDRW040170872336,SATLRW019662119375,tuberYield plantStand,no,no,yes,1/4/2021 8:55,uuid:7c987445-130c-4a2e-88e6-d99add91b033,SAPORW946395390369,"NPK4_MOP2_(1,1)",3.5,3.8,48,825,NA,NA,NA,80,NA,NA,NA,485,SAPSRW000239,NA,NA,NA,NA,NA,NA,0,NA,uuid:7c987445-130c-4a2e-88e6-d99add91b033/plot[1],NPK4_MOP2,60.15037594
693,uuid:7c987445-130c-4a2e-88e6-d99add91b033/plot,uuid:7c987445-130c-4a2e-88e6-d99add91b033,1/4/2021 8:55,7bc552b3ea044f02bba8573cbaea00ba,1/4/2021 8:45,4-Jan-21,collect:n2aqFvX7qWib4UeK,NA,ciprwanda2020,NA,NA,SAENRW000001,RW,SA,-1.5581297,29.8655963,2037,7,SARW_E29.8675N-1.5575,SAFDRW040170872336,SATLRW019662119375,tuberYield plantStand,no,no,yes,1/4/2021 8:55,uuid:7c987445-130c-4a2e-88e6-d99add91b033,SAPORW064329610774,"NPK11_rep1_(2,1)",3.4,3.8,46,784,NA,NA,NA,76,NA,NA,NA,400,SAPSRW000240,NA,NA,NA,NA,NA,NA,0,NA,uuid:7c987445-130c-4a2e-88e6-d99add91b033/plot[2],NPK11,58.82352941
694,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50/plot,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50,7/18/2021 14:57,7bc552b3ea044f02bba8573cbaea00ba,7/17/2021 9:45,17-Jul-21,collect:ANNr4u72kUQKoTp0,NA,ciprwanda2020,NA,NA,SAENRW000027,RW,SA,-1.6050916,29.3938771,2366.012895,4.4,SARW_E29.3925N-1.6025,SAFDRW114970704762,SATLRW872765799848,plantStand tuberYield,no,no,yes,7/18/2021 14:52,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50,SAPORW731127193050,"NPK4_MOP2_(2,2)",3.9,3.2,53,283,NA,NA,NA,13.7,NA,NA,NA,420,SAPSRW000079,NA,NA,NA,NA,NA,NA,0,NA,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50/plot[3],NPK4_MOP2,10.9775641
695,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50/plot,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50,7/18/2021 14:57,7bc552b3ea044f02bba8573cbaea00ba,7/17/2021 9:45,17-Jul-21,collect:ANNr4u72kUQKoTp0,NA,ciprwanda2020,NA,NA,SAENRW000027,RW,SA,-1.6050916,29.3938771,2366.012895,4.4,SARW_E29.3925N-1.6025,SAFDRW114970704762,SATLRW872765799848,plantStand tuberYield,no,no,yes,7/18/2021 14:52,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50,SAPORW976380812146,"NPK4_DAP2_(1,1)",3.8,3.2,51,349,NA,NA,NA,29.68,NA,NA,NA,290,SAPSRW000089,NA,NA,NA,NA,NA,NA,0,NA,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50/plot[1],NPK4_DAP2,24.40789474
696,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50/plot,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50,7/18/2021 14:57,7bc552b3ea044f02bba8573cbaea00ba,7/17/2021 9:45,17-Jul-21,collect:ANNr4u72kUQKoTp0,NA,ciprwanda2020,NA,NA,SAENRW000027,RW,SA,-1.6050916,29.3938771,2366.012895,4.4,SARW_E29.3925N-1.6025,SAFDRW114970704762,SATLRW872765799848,plantStand tuberYield,no,no,yes,7/18/2021 14:52,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50,SAPORW204037268421,"NPK11_rep2_(1,3)",3.6,3.2,49,257,NA,NA,NA,9,NA,NA,NA,370,SAPSRW000086,NA,NA,NA,NA,NA,NA,0,NA,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50/plot[5],NPK11,7.8125
697,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50/plot,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50,7/18/2021 14:57,7bc552b3ea044f02bba8573cbaea00ba,7/17/2021 9:45,17-Jul-21,collect:ANNr4u72kUQKoTp0,NA,ciprwanda2020,NA,NA,SAENRW000027,RW,SA,-1.6050916,29.3938771,2366.012895,4.4,SARW_E29.3925N-1.6025,SAFDRW114970704762,SATLRW872765799848,plantStand tuberYield,no,no,yes,7/18/2021 14:52,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50,SAPORW445647507858,"NPK4_UREA2_(1,2)",3.6,3.2,48,313,NA,NA,NA,11.98,NA,NA,NA,390,SAPSRW000088,NA,NA,NA,NA,NA,NA,0,NA,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50/plot[2],NPK4_UREA2,10.39930556
698,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50/plot,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50,7/18/2021 14:57,7bc552b3ea044f02bba8573cbaea00ba,7/17/2021 9:45,17-Jul-21,collect:ANNr4u72kUQKoTp0,NA,ciprwanda2020,NA,NA,SAENRW000027,RW,SA,-1.6050916,29.3938771,2366.012895,4.4,SARW_E29.3925N-1.6025,SAFDRW114970704762,SATLRW872765799848,plantStand tuberYield,no,no,yes,7/18/2021 14:52,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50,SAPORW894275572171,"NPK11_rep1_(3,2)",3.8,3.2,50,416,NA,NA,NA,17.39,NA,NA,NA,340,SAPSRW000080,NA,NA,NA,NA,NA,NA,0,NA,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50/plot[6],NPK11,14.30098684
699,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50/plot,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50,7/18/2021 14:57,7bc552b3ea044f02bba8573cbaea00ba,7/17/2021 9:45,17-Jul-21,collect:ANNr4u72kUQKoTp0,NA,ciprwanda2020,NA,NA,SAENRW000027,RW,SA,-1.6050916,29.3938771,2366.012895,4.4,SARW_E29.3925N-1.6025,SAFDRW114970704762,SATLRW872765799848,plantStand tuberYield,no,no,yes,7/18/2021 14:52,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50,SAPORW230230840213,"NPK6_(2,3)",3.6,3.2,49,319,NA,NA,NA,14.5,NA,NA,NA,500,SAPSRW000085,NA,NA,NA,NA,NA,NA,0,NA,uuid:7cb9c3dc-5d81-4a3a-8ea9-396b72e7ca50/plot[4],NPK6,12.58680556
718,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e/plot,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e,7/15/2021 16:48,7bc552b3ea044f02bba8573cbaea00ba,7/14/2021 13:26,14-Jul-21,collect:ANNr4u72kUQKoTp0,NA,ciprwanda2020,NA,NA,SAENRW000027,RW,SA,-1.5823547,29.3257803,1970.53149,4.64,SARW_E29.3275N-1.5825,SAFDRW149716284872,SATLRW613356708227,plantStand tuberYield,no,no,yes,7/14/2021 17:01,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e,SAPORW810104141720,"NPK11_rep2_(1,1)",3.4,3.2,46,340,NA,NA,NA,27.8,NA,NA,NA,400,SAPSRW000109,NA,NA,NA,NA,NA,NA,0,NA,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e/plot[4],NPK11,25.55147059
719,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e/plot,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e,7/15/2021 16:48,7bc552b3ea044f02bba8573cbaea00ba,7/14/2021 13:26,14-Jul-21,collect:ANNr4u72kUQKoTp0,NA,ciprwanda2020,NA,NA,SAENRW000027,RW,SA,-1.5823547,29.3257803,1970.53149,4.64,SARW_E29.3275N-1.5825,SAFDRW149716284872,SATLRW613356708227,plantStand tuberYield,no,no,yes,7/14/2021 17:01,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e,SAPORW227023823750,"NPK4_DAP2_(2,1)",3.3,3.2,45,318,NA,NA,NA,30.9,NA,NA,NA,470,SAPSRW000718,NA,NA,NA,NA,NA,NA,0,NA,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e/plot[5],NPK4_DAP2,29.26136364
720,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e/plot,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e,7/15/2021 16:48,7bc552b3ea044f02bba8573cbaea00ba,7/14/2021 13:26,14-Jul-21,collect:ANNr4u72kUQKoTp0,NA,ciprwanda2020,NA,NA,SAENRW000027,RW,SA,-1.5823547,29.3257803,1970.53149,4.64,SARW_E29.3275N-1.5825,SAFDRW149716284872,SATLRW613356708227,plantStand tuberYield,no,no,yes,7/14/2021 17:01,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e,SAPORW945941986418,"NPK6_(2,2)",3.2,3.2,43,248,NA,NA,NA,20.38,NA,NA,NA,500,SAPSRW000118,NA,NA,NA,NA,NA,NA,0,NA,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e/plot[2],NPK6,19.90234375
721,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e/plot,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e,7/15/2021 16:48,7bc552b3ea044f02bba8573cbaea00ba,7/14/2021 13:26,14-Jul-21,collect:ANNr4u72kUQKoTp0,NA,ciprwanda2020,NA,NA,SAENRW000027,RW,SA,-1.5823547,29.3257803,1970.53149,4.64,SARW_E29.3275N-1.5825,SAFDRW149716284872,SATLRW613356708227,plantStand tuberYield,no,no,yes,7/14/2021 17:01,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e,SAPORW465183657764,"NPK4_UREA2_(3,1)",3,3.2,40,244,NA,NA,NA,23.98,NA,NA,NA,490,SAPSRW000712,NA,NA,NA,NA,NA,NA,0,NA,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e/plot[6],NPK4_UREA2,24.97916667
722,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e/plot,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e,7/15/2021 16:48,7bc552b3ea044f02bba8573cbaea00ba,7/14/2021 13:26,14-Jul-21,collect:ANNr4u72kUQKoTp0,NA,ciprwanda2020,NA,NA,SAENRW000027,RW,SA,-1.5823547,29.3257803,1970.53149,4.64,SARW_E29.3275N-1.5825,SAFDRW149716284872,SATLRW613356708227,plantStand tuberYield,no,no,yes,7/14/2021 17:01,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e,SAPORW275710364833,"NPK11_rep1_(3,2)",3.3,3.2,45,311,NA,NA,NA,23.92,NA,NA,NA,470,SAPSRW000715,NA,NA,NA,NA,NA,NA,0,NA,uuid:7ebbb6be-9cb0-4b00-9c9c-477c7331db4e/plot[1],NPK11,22.65151515
